symbol,price,price_change,price_percent_change
IBRX,3.62,0.3,9.04
EDAP,2.86,0.23,8.75
SOND,2.99,0.24,8.73
ACHR,10.35,0.83,8.72
DNA,14.73,1.18,8.71
GDS,39.14,3.12,8.66
MASS,2.78,0.22,8.59
GXO,39.41,3.1,8.54
MPAA,9.3,0.73,8.52
SNTI,4.36,0.34,8.46
NGL,4.89,0.38,8.43
AXL,5.15,0.4,8.42
BFAM,128.93,9.94,8.35
KRKR,5.33,0.41,8.33
AUR,10.19,0.77,8.17
APP,510.13,38.46,8.15
NAMI,4.05,0.3,8.0
KALA,8.38,0.62,7.99
WST,214.73,15.62,7.84
OCFT,4.0,0.29,7.82
WYHG,8.6,0.62,7.77
TYRA,13.19,0.94,7.67
PLTR,102.91,19.17,22.9
GRAB,5.12,0.58,12.78
SPOT,613.95,64.87,11.81
IFNNY,35.7,3.72,11.63
SOUN,15.84,1.6,11.24
MP,24.59,2.36,10.63
DASTY,42.06,3.58,9.3
CLS,132.09,11.21,9.27
FQVLF,13.2,1.08,8.91
XPEV,17.05,1.36,8.64
PBF,30.05,2.33,8.41
PDD,113.95,8.71,8.28
SWTX,38.85,3.03,8.45
ATI,62.61,4.65,8.02
LANC,179.35,12.85,7.71
AXTA,37.8,2.69,7.66
PAGS,7.84,0.55,7.48
SMCI,28.87,2.02,7.51
AVAV,185.0,12.02,6.95
RMBS,64.9,4.55,7.54
FRO,18.8,1.25,7.12
DINO,37.99,2.42,6.8
STNE,9.47,0.58,6.52
RACE,457.77,28.83,6.72
VIPS,14.81,0.92,6.66
ASH,64.94,4.06,6.66
SUPN,39.81,2.45,6.56
CLF,10.41,0.67,6.88
PJT,176.23,10.9,6.59
PCRHY,10.57,0.67,6.77
MPC,156.05,9.05,6.16
FNMAT,10.73,0.64,6.34
LI,24.3,1.42,6.18
CVE,14.98,0.88,6.2
BILI,17.73,1.01,6.04
AI,33.06,1.85,5.91
XYL,130.14,7.34,5.98
FNMA,5.45,0.29,5.62
BIDU,92.82,5.11,5.83
HIMS,41.26,2.33,5.99
CCJ,50.22,2.77,5.85
WGS,73.99,4.01,5.73
CRDO,75.93,4.12,5.73
REGN,704.81,37.96,5.69
FMCKJ,11.26,0.6,5.63
CRVL,122.01,6.04,5.21
FUTU,98.29,5.35,5.76
ASTS,22.75,1.28,5.94
FNMAS,11.62,0.61,5.54
DNLI,23.08,1.24,5.68
RDDT,213.21,10.9,5.39
HBM,8.63,0.42,5.12
BEKE,17.39,0.89,5.39
AA,35.92,1.81,5.31
QXO,14.11,0.68,5.02
LKNCY,29.6,1.45,5.15
BNPQY,34.78,1.66,5.01
MPNGY,38.92,1.85,4.99
VRN,5.17,0.25,5.05
SANM,86.42,4.2,5.11
FIVN,42.4,1.9,4.7
AKRO,56.46,2.61,4.85
BERY,70.1,3.27,4.89
DUOL,382.4,17.96,4.93
VLO,142.51,6.33,4.64
ARM,163.21,7.56,4.85
TRMD,20.98,0.93,4.64
TMDX,72.11,3.35,4.87
MRAAY,8.07,0.36,4.67
RNA,33.48,1.52,4.76
VNET,7.55,0.33,4.5
AMKBY,7.51,0.33,4.6
TGTX,32.96,1.48,4.7
AXSM,112.41,4.98,4.64
PSX,123.26,5.4,4.58
TDW,54.61,2.34,4.48
FOXA,54.33,2.38,4.58
AMCR,9.99,0.43,4.52
LION,7.23,0.31,4.48
PII,45.62,1.92,4.39
NXE,6.63,0.3,4.8
CBT,88.67,3.8,4.48
FOX,51.37,2.18,4.43
APA,22.4,0.93,4.31
YMM,11.6,0.48,4.27
MOS,28.22,1.16,4.29
CMI,362.88,14.67,4.21
PTEN,8.21,0.33,4.19
PWP,26.12,1.08,4.29
OR,19.5,0.81,4.31
RUM,12.74,0.53,4.34
TECK,41.8,1.71,4.27
BBIO,32.33,1.3,4.19
INTA,73.44,2.92,4.14
SPGYF,6.83,0.27,4.12
KD,39.58,1.62,4.28
BEP,21.83,0.89,4.27
CC,18.83,0.78,4.35
RXRX,7.56,0.31,4.28
NBIS,34.64,1.33,4.0
EQNR,24.78,0.97,4.07
SHOP,118.99,4.6,4.02
VICR,49.09,1.9,4.03
NEU,504.12,19.43,4.01
CMA,68.57,2.62,3.97
VKTX,32.81,1.29,4.09
ARCB,95.18,3.78,4.14
BABA,102.59,3.98,4.04
STNG,49.85,1.9,3.96
OVV,43.63,1.68,4.0
CRNX,40.41,1.62,4.18
SOBO,24.64,0.94,3.97
STLA,13.13,0.51,4.04
NTR,52.96,2.0,3.92
FMCC,5.05,0.19,3.91
CE,71.5,2.73,3.97
BYDDY,73.55,2.75,3.88
SNAP,11.61,0.44,3.98
IAC,43.17,1.65,3.97
CVLT,165.39,6.08,3.82
MNSO,23.9,0.92,3.98
DOW,38.84,1.46,3.91
SAN,5.14,0.19,3.74
OS,29.68,1.1,3.83
PROSY,7.81,0.28,3.72
ADYEY,16.48,0.59,3.71
BTU,18.17,0.67,3.8
ORLA,6.45,0.24,3.94
RSI,15.03,0.59,4.09
UI,415.37,12.93,3.21
UBER,69.86,2.57,3.82
TCEHY,54.36,1.93,3.68
MPWR,651.99,23.21,3.69
JD,41.54,1.51,3.77
AMD,118.55,4.28,3.75
CMBT,11.19,0.39,3.61
UFPT,280.53,9.7,3.58
SITM,212.13,7.47,3.65
APP,379.08,13.64,3.73
HP,32.31,1.11,3.56
NICE,168.54,5.73,3.52
PBA,36.38,1.24,3.54
UAL,108.52,3.69,3.52
CNQ,31.08,1.06,3.55
HAFN,5.53,0.18,3.46
ZGN,9.15,0.31,3.45
WAL,87.38,2.99,3.54
CNI,102.17,3.45,3.49
DAL,68.8,2.32,3.49
MIRM,50.26,1.67,3.44
XIACY,25.63,0.84,3.39
SHAK,119.02,3.85,3.34
AUB,38.28,1.29,3.49
RBRK,73.42,2.54,3.59
SMTC,65.57,2.11,3.33
PI,126.28,3.87,3.16
RBLX,73.09,2.41,3.41
WK,100.42,3.13,3.22
RIVN,12.84,0.45,3.59
SFTBY,31.56,0.99,3.24
VAL,47.74,1.49,3.22
ABCB,66.38,2.14,3.34
ENPH,66.1,2.19,3.43
HAE,68.39,2.24,3.39
CLBT,25.51,0.84,3.4
PUBGY,27.11,0.84,3.2
SOUHY,10.68,0.33,3.19
CP,77.23,2.48,3.32
HSAI,15.89,0.49,3.18
SLM,28.9,0.89,3.18
ICL,6.03,0.18,3.17
UNF,222.13,6.82,3.17
ACI,20.19,0.61,3.14
BEPC,26.77,0.88,3.38
TRP,46.72,1.44,3.18
DLTR,73.86,2.24,3.12
HRI,203.43,6.19,3.14
ALB,83.39,2.94,3.65
SFM,165.11,5.36,3.36
YY,45.12,1.37,3.13
FULT,20.41,0.66,3.34
BHVN,38.87,1.16,3.08
EWTX,29.17,0.97,3.44
ALK,75.83,2.34,3.18
KTOS,34.25,1.05,3.16
FND,99.54,2.97,3.08
BJ,102.71,3.08,3.1
SUN,59.42,1.74,3.01
PPBI,26.04,0.81,3.21
HWKN,115.92,3.41,3.03
MUR,26.35,0.8,3.15
CBU,66.19,1.79,2.78
XIACF,5.15,0.15,3.0
