Unnamed: 0,Volume,Last,Chg,% Chg
electroCore Inc. (ECOR),101.8K,6.75,0.3,4.65
Venture Global Inc. (VG),1.8M,10.41,0.46,4.62
ZipRecruiter Inc. Cl A (ZIP),437.0K,6.04,0.26,4.5
Sibanye-Stillwater Ltd. ADR (SBSW),16.4M,4.57,0.19,4.31
Grocery Outlet Holding Corp. (GO),612.8K,13.82,0.57,4.3
Talos Energy Inc. (TALO),683.4K,9.9,0.39,4.09
Rayonier Advanced Materials Inc. (RYAM),353.6K,5.78,0.22,4.03
Knot Offshore Partners LP (KNOP),53.2K,6.92,0.27,3.98
Emergent Biosolutions Inc. (EBS),1.5M,4.84,0.18,3.97
WF Holding Ltd. (WFF),79.2K,3.94,0.15,3.96
XBiotech Inc. (XBIT),55.1K,3.22,0.12,3.94
Idaho Strategic Resources Inc. (IDR),105.4K,13.96,0.53,3.91
Sera Prognostics Inc. (SERA),93.2K,3.67,0.13,3.67
J.Jill Inc. (JILL),92.7K,19.37,0.68,3.64
Auddia Inc. (AUUD),72.0K,3.83,0.13,3.63
DBV Technologies S.A. ADR (DBVT),332.3K,6.42,0.23,3.63
Duos Technologies Group Inc. (DUOT),58.7K,5.5,0.19,3.58
Porch Group Inc. (PRCH),969.4K,7.65,0.26,3.52
Comstock Resources Inc. (CRK),787.7K,20.52,0.69,3.45
Euroholdings Ltd. (EHLD),58.4K,4.5,0.15,3.45
American International Group Inc. (AIG),3.5M,86.46,2.84,3.4
Anterix Inc. (ATEX),145.9K,36.96,1.2,3.36
Entravision Communications Corp. (EVC),70.6K,2.16,0.07,3.35
Uniti Group Inc. (UNIT),967.3K,5.1,0.17,3.35
SJW Group (SJW),93.5K,55.39,1.79,3.34
Loar Holdings Inc. (LOAR),239.3K,68.17,2.2,3.33
Kestra Medical Technologies Ltd. (KMTS),94.7K,24.2,0.78,3.31
DRDGOLD Ltd. ADR (DRD),617.2K,15.32,0.48,3.27
Priority Technology Holdings Inc. (PRTH),289.8K,6.97,0.22,3.26
Natural Grocers by Vitamin Cottage Inc. (NGVC),57.1K,39.36,1.24,3.25
Aeluma Inc. (ALMU),71.4K,7.25,0.23,3.2
Ready Capital Corp. (RC),1.6M,5.0,0.15,3.2
Restaurant Brands International Inc. (QSR),1.0M,66.58,2.06,3.19
Live Nation Entertainment Inc. (LYV),1.8M,129.02,3.99,3.19
Park Ha Biological Technology Co. Ltd. (PHH),389.4K,13.19,0.4,3.13
Universal Electronics Inc. (UEIC),67.0K,6.35,0.19,3.08
Mineralys Therapeutics Inc. (MLYS),739.8K,15.11,0.45,3.07
Harmony Gold Mining Co. Ltd. ADR (HMY),5.3M,14.47,0.41,2.88
Carvana Co. Cl A (CVNA),2.6M,210.21,5.8,2.84
Designer Brands Inc. (DBI),362.4K,3.67,0.1,2.8
Sasol Ltd. ADR (SSL),570.8K,4.24,0.12,2.78
Zumiez Inc. (ZUMZ),146.4K,14.77,0.4,2.78
Infinity Natural Resources Inc. (INR),220.6K,18.48,0.5,2.78
Coffee Holding Co. Inc. (JVA),75.5K,3.33,0.09,2.78
Kosmos Energy Ltd. (KOS),5.1M,2.28,0.06,2.75
Safehold Inc. (SAFE),136.4K,18.41,0.49,2.74
Excelerate Energy Inc. (EE),141.4K,28.75,0.76,2.72
Viper Energy Inc. (VNOM),683.9K,45.38,1.2,2.7
Petco Health & Wellness Co. Inc. (WOOF),2.5M,3.04,0.08,2.7
Precision Drilling Corp. (PDS),168.9K,46.58,1.23,2.7
Xponential Fitness Inc. (XPOF),331.3K,7.92,0.21,2.7
New Gold Inc. (NGD),17.6M,3.7,0.1,2.64
Markforged Holding Corp. (MKFG),168.9K,4.69,0.12,2.63
Jayud Global Logistics Ltd. (JYD),4.3M,7.46,0.19,2.61
908 Devices Inc. (MASS),256.7K,4.14,0.1,2.59
